Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10597509,1,"Monday, November 12, 2012 16:32:06 UTC",64.4614,-148.0897,1.1,20.10,12,"Central Alaska"
nc,71880970,1,"Monday, November 12, 2012 16:13:03 UTC",38.7947,-122.7505,1.7,0.20,23,"Northern California"
ak,10597492,1,"Monday, November 12, 2012 15:42:48 UTC",59.9752,-152.1343,2.4,38.60,30,"Southern Alaska"
ci,15244201,5,"Monday, November 12, 2012 15:41:32 UTC",33.0243,-116.4360,1.3,5.10,72,"Southern California"
nc,71880955,1,"Monday, November 12, 2012 15:33:47 UTC",38.8453,-122.8258,1.9,1.60,27,"Northern California"
ak,10597485,1,"Monday, November 12, 2012 15:29:38 UTC",64.9800,-146.9361,1.3,13.20, 9,"Central Alaska"
us,c000dr8u,C,"Monday, November 12, 2012 14:58:14 UTC",-17.5387,-173.2497,5.0,35.00,99,"Tonga"
us,c000dr8h,9,"Monday, November 12, 2012 14:47:43 UTC",-24.1860,178.9193,5.3,568.40,311,"south of the Fiji Islands"
ci,15244185,3,"Monday, November 12, 2012 14:46:32 UTC",32.8965,-115.5347,2.0,8.60,55,"Southern California"
nc,71880915,3,"Monday, November 12, 2012 14:38:30 UTC",37.1570,-119.3088,1.7,24.20,27,"Central California"
ak,10597468,1,"Monday, November 12, 2012 14:31:34 UTC",62.8921,-150.8828,1.5,20.60, 9,"Central Alaska"
ci,15244169,5,"Monday, November 12, 2012 14:14:44 UTC",34.0400,-117.2502,1.6,16.90,120,"Greater Los Angeles area, California"
ci,15244129,4,"Monday, November 12, 2012 14:11:38 UTC",34.2495,-116.7620,1.4,3.20,108,"Southern California"
ak,10597459,2,"Monday, November 12, 2012 14:09:59 UTC",52.7380,-173.6013,3.9,135.60,29,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10597455,1,"Monday, November 12, 2012 14:01:55 UTC",59.8434,-141.2810,1.8,13.10,20,"Southeastern Alaska"
uw,60473627,1,"Monday, November 12, 2012 13:30:16 UTC",43.2480,-116.8010,2.9,0.00,11,"southern Idaho"
ak,10597451,2,"Monday, November 12, 2012 13:28:21 UTC",62.1857,-149.5268,1.0,1.90, 7,"Central Alaska"
nc,71880895,3,"Monday, November 12, 2012 13:16:45 UTC",36.3020,-120.8390,2.7,9.90,100,"Central California"
ak,10597445,1,"Monday, November 12, 2012 13:12:21 UTC",63.2894,-151.1133,1.2,5.70, 5,"Central Alaska"
us,c000dr7f,4,"Monday, November 12, 2012 12:08:14 UTC",10.6681,-61.9728,4.6,78.50,40,"Sucre, Venezuela"
us,c000dr6y,B,"Monday, November 12, 2012 11:15:10 UTC",29.6955,138.1235,5.0,506.20,428,"Izu Islands, Japan region"
us,c000dr6t,5,"Monday, November 12, 2012 10:55:14 UTC",-45.6800,-76.9579,4.7,10.00,43,"off the coast of Aisen, Chile"
uu,60004597,6,"Monday, November 12, 2012 10:43:32 UTC",40.0850,-111.4070,2.5,8.00,48,"Utah"
us,c000dr6h,9,"Monday, November 12, 2012 10:32:28 UTC",-24.0196,-179.9020,5.0,540.60,207,"south of the Fiji Islands"
ci,15244073,4,"Monday, November 12, 2012 10:28:31 UTC",34.2188,-117.5155,1.2,9.00,78,"Greater Los Angeles area, California"
pr,12317001,0,"Monday, November 12, 2012 10:11:36 UTC",18.1811,-67.3430,2.3,11.00, 5,"Mona Passage, Puerto Rico"
ak,10597412,2,"Monday, November 12, 2012 09:48:15 UTC",59.9143,-139.1960,1.5,1.00, 9,"Southeastern Alaska"
nc,71880840,3,"Monday, November 12, 2012 08:59:44 UTC",36.5952,-121.2048,2.4,9.00,76,"Central California"
us,c000dr5u,4,"Monday, November 12, 2012 08:45:45 UTC",9.7772,-84.2782,4.5,30.20,29,"Costa Rica"
nc,71880830,2,"Monday, November 12, 2012 08:45:24 UTC",36.2982,-120.8470,1.9,7.00,38,"Central California"
mb,12621509,2,"Monday, November 12, 2012 08:36:09 UTC",44.8646,-111.5018,1.2,10.00,20,"western Montana"
ak,10597404,1,"Monday, November 12, 2012 08:33:02 UTC",60.0931,-150.3402,1.8,48.00,11,"Kenai Peninsula, Alaska"
uu,60004587,2,"Monday, November 12, 2012 08:23:13 UTC",44.2742,-110.6878,1.2,11.60, 9,"Yellowstone National Park, Wyoming"
ak,10597400,1,"Monday, November 12, 2012 08:05:08 UTC",63.9887,-150.5492,1.5,0.00,12,"Central Alaska"
ci,15244041,2,"Monday, November 12, 2012 07:59:12 UTC",34.0500,-116.2335,1.3,10.10,28,"Southern California"
nc,71880815,2,"Monday, November 12, 2012 07:54:44 UTC",37.3303,-118.5485,1.2,11.90,10,"Central California"
ci,15244033,2,"Monday, November 12, 2012 07:51:37 UTC",34.0462,-116.2333,1.5,8.80,66,"Southern California"
nc,71880800,0,"Monday, November 12, 2012 07:43:19 UTC",40.0265,-122.0270,1.6,8.00, 7,"Northern California"
us,c000dr4t,7,"Monday, November 12, 2012 07:26:04 UTC",52.1713,-131.2202,4.1,10.00,123,"Queen Charlotte Islands, Canada region"
uu,60004577,2,"Monday, November 12, 2012 07:24:00 UTC",44.2645,-110.6803,1.4,14.30,12,"Yellowstone National Park, Wyoming"
uu,60004572,2,"Monday, November 12, 2012 07:10:56 UTC",44.2763,-110.7112,1.7,16.90, 9,"Yellowstone National Park, Wyoming"
ak,10597393,1,"Monday, November 12, 2012 06:59:24 UTC",59.4260,-151.7765,1.7,34.10, 6,"Kenai Peninsula, Alaska"
nc,71880765,2,"Monday, November 12, 2012 06:53:57 UTC",37.9553,-118.6210,1.4,4.70,25,"Central California"
us,c000dr4b,5,"Monday, November 12, 2012 06:50:44 UTC",52.1871,-131.4521,4.0,10.00,112,"Queen Charlotte Islands, Canada region"
uu,60004567,2,"Monday, November 12, 2012 06:45:21 UTC",39.5820,-111.5523,1.2,9.90, 9,"Utah"
ci,15244025,2,"Monday, November 12, 2012 06:13:42 UTC",36.1105,-117.8692,1.1,4.40,10,"Central California"
us,c000dr3k,9,"Monday, November 12, 2012 06:05:26 UTC",14.4537,-91.9814,4.4,83.10,125,"Guatemala"
us,c000dr3p,7,"Monday, November 12, 2012 05:45:39 UTC",14.0772,-92.4315,4.3,35.10,31,"offshore Guatemala"
ci,15244017,4,"Monday, November 12, 2012 05:36:24 UTC",35.8685,-116.8583,1.4,3.70,23,"Central California"
us,c000dr34,7,"Monday, November 12, 2012 05:07:15 UTC",-45.6237,-76.8311,4.9,13.60,37,"off the coast of Aisen, Chile"
pr,12317000,0,"Monday, November 12, 2012 04:55:30 UTC",18.5004,-68.2628,3.6,164.00,11,"Mona Passage, Dominican Republic"
nc,71880730,0,"Monday, November 12, 2012 04:47:31 UTC",38.8185,-122.7750,1.0,0.70,15,"Northern California"
nc,71880725,1,"Monday, November 12, 2012 04:46:57 UTC",38.8175,-122.7732,1.7,0.70,27,"Northern California"
uu,60004557,2,"Monday, November 12, 2012 04:42:31 UTC",44.2587,-110.6628,1.5,8.00,15,"Yellowstone National Park, Wyoming"
us,c000dr30,4,"Monday, November 12, 2012 04:35:05 UTC",13.9303,-92.4201,4.3,19.60,26,"offshore Guatemala"
nc,71880720,0,"Monday, November 12, 2012 04:24:38 UTC",40.5148,-124.2682,1.8,5.50,10,"Northern California"
nc,71880715,2,"Monday, November 12, 2012 04:22:33 UTC",37.5683,-118.9363,1.3,2.90,21,"Central California"
nc,71880710,3,"Monday, November 12, 2012 04:22:24 UTC",37.5667,-118.9370,1.4,2.50,30,"Central California"
nc,71880700,2,"Monday, November 12, 2012 04:05:00 UTC",39.4120,-120.1247,2.1,0.30,23,"Northern California"
uu,60004552,2,"Monday, November 12, 2012 03:45:01 UTC",44.2563,-110.6557,2.0,7.80,19,"Yellowstone National Park, Wyoming"
ak,10597350,1,"Monday, November 12, 2012 03:38:06 UTC",62.6232,-150.0375,2.1,0.20,20,"Central Alaska"
us,c000dr2j,6,"Monday, November 12, 2012 03:31:17 UTC",14.3323,-92.3513,4.7,34.90,195,"offshore Guatemala"
uu,60004542,4,"Monday, November 12, 2012 03:24:32 UTC",44.2562,-110.6562,1.8,8.30,18,"Yellowstone National Park, Wyoming"
uu,60004537,2,"Monday, November 12, 2012 03:17:47 UTC",44.2657,-110.6707,1.5,12.30, 9,"Yellowstone National Park, Wyoming"
ak,10597341,1,"Monday, November 12, 2012 03:12:39 UTC",62.1390,-152.0938,2.0,112.10,23,"Central Alaska"
ci,15244001,2,"Monday, November 12, 2012 03:10:29 UTC",36.2133,-117.8640,1.3,2.30,30,"Central California"
us,c000dr29,8,"Monday, November 12, 2012 03:02:59 UTC",14.1059,-92.2109,4.7,24.50,175,"offshore Guatemala"
uu,60004532,2,"Monday, November 12, 2012 03:02:05 UTC",44.2557,-110.6525,1.5,7.10,14,"Yellowstone National Park, Wyoming"
ci,15243993,2,"Monday, November 12, 2012 02:45:45 UTC",35.9312,-117.6612,2.5,3.40,54,"Central California"
ak,10597333,1,"Monday, November 12, 2012 02:28:30 UTC",59.7615,-152.1472,1.8,60.30, 9,"Southern Alaska"
uu,60004522,2,"Monday, November 12, 2012 02:25:33 UTC",44.2620,-110.6677,1.2,8.60, 9,"Yellowstone National Park, Wyoming"
ak,10597331,1,"Monday, November 12, 2012 01:57:04 UTC",63.5209,-147.2399,1.6,9.40, 8,"Central Alaska"
ak,10597327,1,"Monday, November 12, 2012 01:47:48 UTC",61.2906,-152.4970,1.7,0.10,12,"Southern Alaska"
nc,71880640,1,"Monday, November 12, 2012 01:42:51 UTC",38.8058,-122.7753,1.9,0.20,38,"Northern California"
uu,60004517,4,"Monday, November 12, 2012 01:36:40 UTC",44.2547,-110.6557,1.7,7.70,16,"Yellowstone National Park, Wyoming"
nc,71880635,3,"Monday, November 12, 2012 01:34:33 UTC",36.3033,-120.8572,2.3,7.80,88,"Central California"
ak,10597315,1,"Monday, November 12, 2012 01:28:43 UTC",61.3128,-152.5980,2.3,0.10,19,"Southern Alaska"
nc,71880630,3,"Monday, November 12, 2012 01:28:01 UTC",36.3017,-120.8567,2.1,7.70,80,"Central California"
nc,71880625,2,"Monday, November 12, 2012 01:24:35 UTC",39.2505,-122.7217,1.7,10.40,25,"Northern California"
ak,10597305,1,"Monday, November 12, 2012 01:11:01 UTC",60.8418,-151.3480,1.6,123.80,13,"Kenai Peninsula, Alaska"
nc,71880620,1,"Monday, November 12, 2012 00:54:34 UTC",38.7770,-122.7402,1.8,1.40,25,"Northern California"
hv,60429996,1,"Monday, November 12, 2012 00:45:50 UTC",19.1963,-155.4755,2.2,40.90,26,"Island of Hawaii, Hawaii"
ci,15243961,2,"Monday, November 12, 2012 00:43:21 UTC",34.0950,-117.3170,1.1,18.20,17,"Greater Los Angeles area, California"
nc,71880610,0,"Monday, November 12, 2012 00:30:46 UTC",38.8055,-122.8172,1.0,0.00, 6,"Northern California"
uu,60000215,2,"Monday, November 12, 2012 00:29:39 UTC",44.2657,-110.6618,1.2,4.40, 6,"Yellowstone National Park, Wyoming"
uu,60000210,2,"Monday, November 12, 2012 00:28:57 UTC",44.2682,-110.6808,1.4,8.70, 7,"Yellowstone National Park, Wyoming"
uu,60000205,2,"Monday, November 12, 2012 00:28:31 UTC",44.2602,-110.6628,1.2,7.70, 7,"Yellowstone National Park, Wyoming"
ak,10597284,1,"Monday, November 12, 2012 00:21:24 UTC",60.9886,-146.6082,3.0,19.90,54,"Southern Alaska"
us,c000dr18,8,"Monday, November 12, 2012 00:00:16 UTC",14.3127,-92.2823,4.6,20.10,95,"offshore Guatemala"
ak,10597274,2,"Sunday, November 11, 2012 23:52:19 UTC",59.0365,-151.7262,3.1,51.80,78,"Kenai Peninsula, Alaska"
us,c000dr15,7,"Sunday, November 11, 2012 23:49:27 UTC",13.9784,-92.3354,4.5,38.10,78,"offshore Guatemala"
nc,71880595,2,"Sunday, November 11, 2012 23:33:19 UTC",36.5552,-121.1517,1.5,7.20,25,"Central California"
nc,71880590,2,"Sunday, November 11, 2012 23:29:56 UTC",36.3018,-120.8583,1.5,7.60,25,"Central California"
ci,15243945,2,"Sunday, November 11, 2012 23:26:20 UTC",34.2725,-117.4592,1.6,11.30,62,"Southern California"
us,c000dr11,5,"Sunday, November 11, 2012 23:21:15 UTC",13.9698,-92.2591,5.0,53.20,298,"offshore Guatemala"
uu,60004502,4,"Sunday, November 11, 2012 23:18:44 UTC",37.5153,-112.5967,1.3,11.50, 8,"Utah"
us,c000dr0z,6,"Sunday, November 11, 2012 23:16:44 UTC",49.4377,155.2323,5.1,63.40,170,"Kuril Islands"
ak,10597259,2,"Sunday, November 11, 2012 23:11:39 UTC",61.0062,-150.9585,1.2,14.90,19,"Southern Alaska"
us,c000dr0j,7,"Sunday, November 11, 2012 22:44:33 UTC",13.8987,-92.1205,4.9,52.20,264,"offshore Guatemala"
ak,10601092,2,"Sunday, November 11, 2012 22:43:42 UTC",53.7435,-165.9881,1.7,63.60,11,"Fox Islands, Aleutian Islands, Alaska"
us,c000dr0e,4,"Sunday, November 11, 2012 22:31:32 UTC",13.9350,-92.4519,4.5,37.60,32,"offshore Guatemala"
ak,10597241,2,"Sunday, November 11, 2012 22:29:23 UTC",61.7627,-151.7498,2.1,93.40,30,"Southern Alaska"
us,c000dr0c,7,"Sunday, November 11, 2012 22:25:46 UTC",14.3733,-92.6872,4.8,51.90,44,"offshore Chiapas, Mexico"
us,c000dr09,C,"Sunday, November 11, 2012 22:15:00 UTC",14.1637,-92.1667,6.5,27.00,619,"offshore Guatemala"
ak,10597225,2,"Sunday, November 11, 2012 22:14:02 UTC",61.5420,-146.3384,2.3,5.60,46,"Southern Alaska"
us,c000dqzz,7,"Sunday, November 11, 2012 21:33:10 UTC",-5.5182,151.7100,5.3,73.40,109,"New Britain region, Papua New Guinea"
ci,15243897,4,"Sunday, November 11, 2012 21:30:44 UTC",34.1632,-116.4113,1.3,4.80,27,"Southern California"
ak,10601088,2,"Sunday, November 11, 2012 21:29:26 UTC",51.4485,-178.2457,2.0,24.00,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71880550,3,"Sunday, November 11, 2012 21:22:54 UTC",37.4607,-121.8347,1.3,0.00,44,"San Francisco Bay area, California"
ak,10597215,2,"Sunday, November 11, 2012 21:14:08 UTC",51.8940,-169.5389,3.4,33.20,19,"Fox Islands, Aleutian Islands, Alaska"
ak,10597212,2,"Sunday, November 11, 2012 21:06:15 UTC",62.2388,-148.5344,1.3,3.90,16,"Central Alaska"
ak,10597209,2,"Sunday, November 11, 2012 20:57:03 UTC",61.6431,-150.2812,1.0,1.20, 9,"Southern Alaska"
ak,10597208,2,"Sunday, November 11, 2012 20:54:52 UTC",61.6560,-150.2939,1.0,8.20,11,"Southern Alaska"
nc,71880535,3,"Sunday, November 11, 2012 20:19:32 UTC",36.6755,-121.3040,2.2,6.20,63,"Central California"
ak,10597201,2,"Sunday, November 11, 2012 20:15:10 UTC",51.3900,-178.7003,2.4,22.80,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10597199,2,"Sunday, November 11, 2012 20:11:36 UTC",64.8755,-148.9316,1.1,20.10,15,"Central Alaska"
ci,15243873,2,"Sunday, November 11, 2012 19:46:11 UTC",32.1960,-115.3332,2.1,13.40, 7,"Baja California, Mexico"
ci,15243865,3,"Sunday, November 11, 2012 19:41:59 UTC",33.0642,-116.4575,2.6,7.00,113,"Southern California"
ci,15243857,2,"Sunday, November 11, 2012 19:36:40 UTC",35.0465,-117.6658,2.1,0.00,23,"Southern California"
ak,10597314,3,"Sunday, November 11, 2012 19:34:57 UTC",53.6726,-166.0349,2.2,69.60,19,"Fox Islands, Aleutian Islands, Alaska"
uw,60473412,2,"Sunday, November 11, 2012 19:22:03 UTC",45.0157,-124.1033,1.7,39.30,16,"offshore Oregon"
nc,71880505,0,"Sunday, November 11, 2012 18:51:55 UTC",38.7783,-122.7503,1.0,4.10,21,"Northern California"
us,c000dqye,6,"Sunday, November 11, 2012 18:39:22 UTC",29.3621,81.4988,4.8,36.80,33,"Nepal"
uu,60004487,2,"Sunday, November 11, 2012 18:36:22 UTC",41.8958,-112.6570,1.4,1.30,18,"Utah"
nc,71880500,3,"Sunday, November 11, 2012 18:30:51 UTC",39.2537,-122.7200,1.5,11.20,19,"Northern California"
us,c000dqy4,6,"Sunday, November 11, 2012 18:19:42 UTC",23.2079,95.9820,5.6,10.00,169,"Myanmar"
ci,15243841,2,"Sunday, November 11, 2012 18:10:00 UTC",32.2260,-115.2845,1.9,10.30,17,"Baja California, Mexico"
us,c000dqxn,7,"Sunday, November 11, 2012 17:51:57 UTC",36.0435,70.2892,4.5,91.50,22,"Hindu Kush region, Afghanistan"
ak,10601079,2,"Sunday, November 11, 2012 17:02:37 UTC",58.2766,-153.5150,1.7,69.10, 9,"Kodiak Island region, Alaska"
nc,71880435,2,"Sunday, November 11, 2012 16:40:19 UTC",37.7680,-122.5708,1.1,13.10,21,"offshore Northern California"
nc,71880430,1,"Sunday, November 11, 2012 16:36:49 UTC",38.8242,-122.8020,1.4,3.10,28,"Northern California"
ak,10597164,2,"Sunday, November 11, 2012 16:36:05 UTC",61.6592,-151.3392,2.1,4.50,35,"Southern Alaska"
ak,10601077,2,"Sunday, November 11, 2012 16:35:10 UTC",54.1164,-165.3692,1.7,72.20,11,"Fox Islands, Aleutian Islands, Alaska"
ci,15243825,4,"Sunday, November 11, 2012 16:25:57 UTC",32.4207,-116.3083,1.8,10.00,31,"Baja California, Mexico"
ak,10597153,2,"Sunday, November 11, 2012 16:16:16 UTC",63.1821,-150.5008,1.8,119.00,25,"Central Alaska"
mb,12226896,2,"Sunday, November 11, 2012 15:59:12 UTC",44.5090,-114.3358,2.0,17.90,21,"southern Idaho"
nc,71880395,2,"Sunday, November 11, 2012 15:45:47 UTC",35.7958,-121.3135,1.3,4.60,19,"Central California"
ak,10597144,2,"Sunday, November 11, 2012 15:37:54 UTC",63.2589,-150.4721,1.4,118.30,16,"Central Alaska"
ci,15243817,2,"Sunday, November 11, 2012 15:26:43 UTC",35.4920,-118.4540,1.3,7.00,16,"Central California"
us,c000dqwa,8,"Sunday, November 11, 2012 14:56:11 UTC",-10.7498,164.8130,5.1,30.20,36,"Santa Cruz Islands region"
ci,15243809,2,"Sunday, November 11, 2012 14:42:04 UTC",33.6833,-117.0177,1.2,13.30,23,"Southern California"
ak,10597139,2,"Sunday, November 11, 2012 14:33:43 UTC",51.4758,179.3203,1.9,17.90, 7,"Rat Islands, Aleutian Islands, Alaska"
ci,15243801,2,"Sunday, November 11, 2012 14:16:11 UTC",33.3900,-116.8445,1.3,7.30,50,"Southern California"
mb,12832283,2,"Sunday, November 11, 2012 14:14:05 UTC",47.9368,-114.2750,1.5,9.20,19,"western Montana"
nc,71880375,0,"Sunday, November 11, 2012 14:04:47 UTC",38.8433,-122.8298,1.0,2.40,13,"Northern California"
ak,10601071,2,"Sunday, November 11, 2012 13:45:38 UTC",52.9321,-167.6062,1.8,47.60, 7,"Fox Islands, Aleutian Islands, Alaska"
ak,10597136,2,"Sunday, November 11, 2012 13:34:00 UTC",51.7009,-176.1889,2.7,55.30,24,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15243785,2,"Sunday, November 11, 2012 13:26:14 UTC",36.0955,-117.5893,1.5,5.20,22,"Central California"
ak,10601069,2,"Sunday, November 11, 2012 13:10:59 UTC",53.9552,-164.8753,2.1,76.80,16,"Unimak Island region, Alaska"
ak,10601068,2,"Sunday, November 11, 2012 13:10:15 UTC",58.0543,-156.8307,1.7,6.40,22,"Alaska Peninsula"
ak,10597127,2,"Sunday, November 11, 2012 12:57:32 UTC",62.5471,-151.1898,2.5,93.70,58,"Central Alaska"
pr,12316003,0,"Sunday, November 11, 2012 12:31:04 UTC",18.1455,-67.0747,2.3,22.00,12,"Puerto Rico"
ak,10601066,2,"Sunday, November 11, 2012 12:19:48 UTC",62.0951,-153.7265,1.5,4.20,15,"Central Alaska"
ak,10597125,2,"Sunday, November 11, 2012 12:08:57 UTC",56.1643,-157.7807,2.9,50.60,24,"Alaska Peninsula"
ci,15243769,2,"Sunday, November 11, 2012 12:04:04 UTC",33.3403,-116.8948,1.6,7.80,52,"Southern California"
ci,15243761,2,"Sunday, November 11, 2012 11:58:56 UTC",33.9393,-117.0913,1.1,14.60,16,"Greater Los Angeles area, California"
ak,10601064,2,"Sunday, November 11, 2012 11:54:48 UTC",62.1124,-145.1932,1.4,22.00,11,"Central Alaska"
ci,15243745,2,"Sunday, November 11, 2012 11:11:18 UTC",33.1240,-115.6258,1.7,1.60,18,"Southern California"
nc,71880330,0,"Sunday, November 11, 2012 11:01:29 UTC",39.8957,-123.4350,1.6,2.50, 9,"Northern California"
us,c000dqvg,6,"Sunday, November 11, 2012 10:54:42 UTC",22.7570,95.9010,5.8,9.80,238,"Myanmar"
ak,10597106,2,"Sunday, November 11, 2012 10:41:42 UTC",59.9644,-152.8389,2.4,91.20,43,"Southern Alaska"
us,c000dqvd,7,"Sunday, November 11, 2012 10:32:15 UTC",12.1247,-88.0918,4.3,34.90,75,"near the coast of Nicaragua"
uw,60473377,2,"Sunday, November 11, 2012 10:14:38 UTC",42.2320,-124.6528,1.8,0.00,11,"offshore Oregon"
nc,71880315,1,"Sunday, November 11, 2012 10:00:24 UTC",38.8157,-122.7957,1.4,3.40,28,"Northern California"
nc,71880320,0,"Sunday, November 11, 2012 09:59:06 UTC",38.8198,-122.7995,1.2,3.70,19,"Northern California"
ci,15243729,2,"Sunday, November 11, 2012 09:39:10 UTC",33.1173,-115.6985,1.3,3.00,15,"Southern California"
ak,10597100,2,"Sunday, November 11, 2012 09:24:32 UTC",64.8019,-150.8381,1.8,15.00,19,"Central Alaska"
nc,71880305,1,"Sunday, November 11, 2012 09:07:42 UTC",38.8225,-122.8072,1.3,3.00,26,"Northern California"
ak,10597093,2,"Sunday, November 11, 2012 09:03:08 UTC",63.2979,-151.1022,1.7,8.70,19,"Central Alaska"
nc,71880295,2,"Sunday, November 11, 2012 08:47:23 UTC",36.3030,-120.8437,1.0,8.00,19,"Central California"
ci,15243713,2,"Sunday, November 11, 2012 08:28:49 UTC",35.9582,-117.7027,1.1,3.80,16,"Central California"
ci,15243705,2,"Sunday, November 11, 2012 08:22:22 UTC",34.2233,-117.5135,2.0,8.30,89,"Greater Los Angeles area, California"
pr,12316002,0,"Sunday, November 11, 2012 08:20:32 UTC",18.7921,-65.0820,2.6,48.00, 5,"Virgin Islands region"
ak,10597085,2,"Sunday, November 11, 2012 08:16:52 UTC",52.4192,-176.2998,3.4,229.70,26,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000dquy,6,"Sunday, November 11, 2012 08:02:27 UTC",3.2394,-31.4516,4.7,10.00,54,"central Mid-Atlantic Ridge"
ci,15243697,2,"Sunday, November 11, 2012 07:59:14 UTC",35.9473,-117.7052,1.7,4.00,43,"Central California"
ak,10601056,2,"Sunday, November 11, 2012 07:54:59 UTC",51.4716,-178.0792,1.7,13.30, 8,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000dquq,6,"Sunday, November 11, 2012 07:52:36 UTC",-5.8351,130.1942,4.8,7.00,54,"Banda Sea"
ak,10601055,2,"Sunday, November 11, 2012 07:41:18 UTC",51.6214,-173.4563,1.5,13.10, 6,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15243689,2,"Sunday, November 11, 2012 07:25:04 UTC",33.1582,-116.0052,2.2,6.80,82,"Southern California"
us,c000dquh,5,"Sunday, November 11, 2012 07:24:19 UTC",-33.9590,-72.4316,4.0,18.00,19,"offshore Libertador O'Higgins, Chile"
pr,12316001,0,"Sunday, November 11, 2012 07:20:43 UTC",18.1299,-67.0931,1.5,23.00, 5,"Puerto Rico"
hv,60429791,1,"Sunday, November 11, 2012 07:16:37 UTC",19.3670,-155.2853,1.8,2.50,12,"Island of Hawaii, Hawaii"
ak,10597072,2,"Sunday, November 11, 2012 06:57:00 UTC",56.7295,-157.9038,2.0,83.70,13,"Alaska Peninsula"
ak,10597067,4,"Sunday, November 11, 2012 06:42:57 UTC",65.0690,-148.6066,1.9,17.20,13,"northern Alaska"
ak,10597066,2,"Sunday, November 11, 2012 06:32:58 UTC",66.9162,-140.4905,2.5,12.90,16,"northern Yukon Territory, Canada"
ak,10597062,2,"Sunday, November 11, 2012 06:28:53 UTC",58.3763,-155.8292,2.8,152.00,55,"Alaska Peninsula"
ci,15243673,3,"Sunday, November 11, 2012 06:26:13 UTC",33.1628,-115.9972,1.2,6.00,31,"Southern California"
ak,10597060,2,"Sunday, November 11, 2012 06:17:11 UTC",63.3831,-151.3384,1.0,3.80,10,"Central Alaska"
nc,71880225,2,"Sunday, November 11, 2012 06:09:59 UTC",35.7583,-120.3073,1.0,9.80,41,"Central California"
uu,60004472,4,"Sunday, November 11, 2012 06:08:57 UTC",44.8042,-110.7965,1.5,8.10,21,"Yellowstone National Park, Wyoming"
uu,60004462,4,"Sunday, November 11, 2012 06:05:42 UTC",44.8055,-110.7977,2.0,8.20,24,"Yellowstone National Park, Wyoming"
ak,10597053,2,"Sunday, November 11, 2012 05:47:24 UTC",64.8496,-152.7427,1.4,8.70, 9,"Central Alaska"
us,c000dqtp,7,"Sunday, November 11, 2012 05:46:48 UTC",-33.9899,-72.1240,4.8,17.70,42,"offshore Libertador O'Higgins, Chile"
us,c000dqtl,6,"Sunday, November 11, 2012 05:40:11 UTC",13.8969,-91.5230,4.4,67.30,131,"offshore Guatemala"
ci,15243649,2,"Sunday, November 11, 2012 05:39:15 UTC",33.9355,-116.0253,2.7,2.50,91,"Southern California"
us,c000dqth,5,"Sunday, November 11, 2012 05:24:45 UTC",-8.6225,118.3661,4.5,116.20,19,"Sumbawa region, Indonesia"
pr,12316000,0,"Sunday, November 11, 2012 05:24:19 UTC",18.1541,-67.0730,2.8,23.00,13,"Puerto Rico"
ak,10597047,2,"Sunday, November 11, 2012 05:21:01 UTC",51.3606,-178.0491,2.6,56.10,21,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60004457,2,"Sunday, November 11, 2012 05:20:42 UTC",44.5945,-110.4725,1.5,2.00,12,"Yellowstone National Park, Wyoming"
nc,71880195,3,"Sunday, November 11, 2012 05:16:48 UTC",36.2985,-120.8482,1.8,8.10,46,"Central California"
us,c000dqta,8,"Sunday, November 11, 2012 05:15:49 UTC",37.5410,141.6068,4.7,35.50,98,"near the east coast of Honshu, Japan"
us,c000dqtb,6,"Sunday, November 11, 2012 05:10:57 UTC",-33.9451,-72.1528,4.6,19.50,20,"offshore Libertador O'Higgins, Chile"
us,c000dqt3,3,"Sunday, November 11, 2012 05:01:16 UTC",-17.2549,-177.7664,4.8,578.40,46,"Fiji region"
us,c000dqt2,B,"Sunday, November 11, 2012 04:57:45 UTC",13.4334,-91.7433,4.4,43.00,60,"offshore Guatemala"
nc,71880180,0,"Sunday, November 11, 2012 04:52:50 UTC",39.8938,-123.4338,1.7,2.90,10,"Northern California"
ak,10597040,2,"Sunday, November 11, 2012 04:33:09 UTC",51.4957,-177.9802,1.9,4.90,11,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000dqsw,4,"Sunday, November 11, 2012 04:11:33 UTC",-17.7055,-178.3915,4.5,459.00,46,"Fiji region"
ak,10597032,2,"Sunday, November 11, 2012 03:33:41 UTC",61.7759,-150.0159,1.9,56.10,30,"Southern Alaska"
ak,10601040,2,"Sunday, November 11, 2012 03:29:30 UTC",54.2534,-162.5154,2.1,18.40, 8,"Alaska Peninsula"
ak,10601039,2,"Sunday, November 11, 2012 03:25:27 UTC",57.3744,-155.7880,1.6,6.80,14,"Alaska Peninsula"
ak,10601038,2,"Sunday, November 11, 2012 03:17:54 UTC",51.5078,-178.1909,1.8,10.90,10,"Andreanof Islands, Aleutian Islands, Alaska"
