Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c000dt7v,6,"Thursday, November 15, 2012 20:32:36 UTC",-32.6570,-71.8159,4.8,20.90,51,"offshore Valparaiso, Chile"
ak,10600922,1,"Thursday, November 15, 2012 20:29:24 UTC",63.4659,-151.7137,1.6,6.20, 9,"Central Alaska"
ci,15245737,2,"Thursday, November 15, 2012 20:21:39 UTC",37.2073,-117.8497,1.0,5.50,10,"Central California"
nc,71887081,1,"Thursday, November 15, 2012 20:18:34 UTC",36.4890,-121.0647,2.5,1.50,28,"Central California"
nc,71887076,1,"Thursday, November 15, 2012 20:18:29 UTC",38.7970,-122.8123,1.8,3.30,36,"Northern California"
nc,71887071,0,"Thursday, November 15, 2012 20:12:36 UTC",38.8275,-122.7998,1.0,0.00,12,"Northern California"
nc,71887061,1,"Thursday, November 15, 2012 19:52:09 UTC",38.7968,-122.8120,2.0,3.40,46,"Northern California"
nc,71887056,2,"Thursday, November 15, 2012 19:32:39 UTC",37.9817,-122.4685,1.2,0.00,23,"San Francisco Bay, California"
ci,15245713,2,"Thursday, November 15, 2012 19:09:23 UTC",34.8592,-118.7728,1.2,0.00, 7,"Central California"
ci,15245705,2,"Thursday, November 15, 2012 19:03:59 UTC",34.6287,-117.1085,1.6,0.00,14,"Southern California"
uu,60005007,2,"Thursday, November 15, 2012 18:58:31 UTC",41.7703,-112.3563,1.0,4.80,13,"Utah"
ak,10600861,1,"Thursday, November 15, 2012 18:36:26 UTC",58.8499,-153.7916,2.2,11.80,16,"Kodiak Island region, Alaska"
ci,15245689,2,"Thursday, November 15, 2012 18:26:10 UTC",33.0233,-116.3065,2.1,6.40,46,"Southern California"
uw,60474917,1,"Thursday, November 15, 2012 18:01:27 UTC",44.3188,-123.0338,1.5,0.00, 8,"Oregon"
ak,10600827,1,"Thursday, November 15, 2012 17:45:36 UTC",63.3905,-145.8774,1.3,38.90, 5,"Central Alaska"
ci,15245665,2,"Thursday, November 15, 2012 17:26:01 UTC",34.3370,-116.8493,1.7,1.20,58,"Southern California"
nc,71886981,0,"Thursday, November 15, 2012 17:10:28 UTC",38.8292,-122.8013,1.0,0.00,12,"Northern California"
nn,00393923,9,"Thursday, November 15, 2012 17:10:20 UTC",37.2352,-115.4515,1.5,0.00,12,"Nevada"
ak,10600800,1,"Thursday, November 15, 2012 16:52:52 UTC",63.0739,-151.4389,1.9,0.00,11,"Central Alaska"
ak,10600791,1,"Thursday, November 15, 2012 16:47:46 UTC",63.0282,-150.8037,2.1,98.10,25,"Central Alaska"
nn,00393919,9,"Thursday, November 15, 2012 16:43:44 UTC",37.2488,-115.4562,1.1,0.00, 9,"Nevada"
nn,00393917,9,"Thursday, November 15, 2012 16:35:22 UTC",37.0906,-115.3411,1.0,0.00, 7,"Nevada"
us,c000dt2m,5,"Thursday, November 15, 2012 16:33:03 UTC",-3.5090,149.7226,4.8,1.00,19,"Bismarck Sea"
mb,12785478,2,"Thursday, November 15, 2012 16:23:00 UTC",44.6943,-112.4705,2.5,10.10,62,"western Montana"
ak,10600774,1,"Thursday, November 15, 2012 16:16:45 UTC",63.3607,-149.9021,2.1,117.80,17,"Central Alaska"
ak,10600769,1,"Thursday, November 15, 2012 15:58:32 UTC",61.7290,-150.4784,1.8,249.90, 4,"Southern Alaska"
nc,71886941,0,"Thursday, November 15, 2012 15:56:21 UTC",38.8250,-122.8002,1.6,0.00,22,"Northern California"
ci,15245641,2,"Thursday, November 15, 2012 15:49:19 UTC",34.0073,-117.0010,1.8,17.80,86,"Southern California"
nc,71886931,2,"Thursday, November 15, 2012 15:48:31 UTC",36.5775,-121.0380,1.0,7.10,12,"Central California"
us,c000dt13,6,"Thursday, November 15, 2012 15:47:08 UTC",-25.9033,178.2942,4.8,635.10,170,"south of the Fiji Islands"
ci,15245625,2,"Thursday, November 15, 2012 15:45:41 UTC",34.1743,-116.8193,1.2,13.10,49,"Southern California"
ci,15245633,2,"Thursday, November 15, 2012 15:44:23 UTC",34.0462,-117.1222,1.0,10.20,30,"Greater Los Angeles area, California"
pr,12320001,0,"Thursday, November 15, 2012 14:38:46 UTC",18.2882,-65.3805,2.7,14.00,11,"Puerto Rico region"
nc,71886886,1,"Thursday, November 15, 2012 14:02:02 UTC",37.8043,-122.1922,1.5,8.50,24,"San Francisco Bay area, California"
nc,71886871,0,"Thursday, November 15, 2012 13:55:31 UTC",38.8237,-122.7932,1.1,3.60,15,"Northern California"
uu,60004992,2,"Thursday, November 15, 2012 13:47:48 UTC",38.1103,-113.3020,1.8,1.00,14,"Utah"
ak,10600754,2,"Thursday, November 15, 2012 13:35:08 UTC",59.9608,-150.6072,1.0,12.10, 3,"Kenai Peninsula, Alaska"
nc,71886856,0,"Thursday, November 15, 2012 13:27:51 UTC",38.6175,-122.8015,1.2,12.50, 9,"Northern California"
nc,71886846,2,"Thursday, November 15, 2012 13:00:56 UTC",36.7462,-121.0950,1.4,5.20,34,"Central California"
ak,10600745,1,"Thursday, November 15, 2012 12:48:59 UTC",59.4648,-154.8230,2.6,202.40,13,"Southern Alaska"
ak,10600740,1,"Thursday, November 15, 2012 12:25:52 UTC",58.9277,-153.9494,1.9,9.00, 8,"Kodiak Island region, Alaska"
nc,71886811,4,"Thursday, November 15, 2012 12:17:57 UTC",36.3232,-120.8485,1.1,8.90,11,"Central California"
uu,60004987,4,"Thursday, November 15, 2012 12:10:40 UTC",39.1185,-111.4803,1.7,2.00,14,"Utah"
nc,71066169,2,"Thursday, November 15, 2012 12:02:33 UTC",38.7872,-122.7503,1.3,0.80,25,"Northern California"
nc,71886806,2,"Thursday, November 15, 2012 12:02:25 UTC",38.7860,-122.7512,1.1,0.80,36,"Northern California"
ak,10600726,2,"Thursday, November 15, 2012 11:50:10 UTC",57.5542,-142.8660,3.7,10.00,24,"Gulf of Alaska"
ak,10600718,1,"Thursday, November 15, 2012 11:39:42 UTC",61.7516,-149.6304,1.6,5.00, 7,"Southern Alaska"
nc,71886786,3,"Thursday, November 15, 2012 11:38:14 UTC",37.1158,-119.2468,2.0,25.70,37,"Central California"
nc,71886771,2,"Thursday, November 15, 2012 11:22:44 UTC",37.3702,-119.0375,1.1,9.30,34,"Central California"
us,c000dszb,D,"Thursday, November 15, 2012 11:22:22 UTC",52.4852,173.3539,5.6,30.00,524,"Near Islands, Aleutian Islands, Alaska"
ci,15245569,2,"Thursday, November 15, 2012 11:18:37 UTC",33.9113,-115.9058,1.1,6.30,23,"Southern California"
ak,10600699,1,"Thursday, November 15, 2012 10:55:16 UTC",57.6737,-154.5602,2.8,37.40, 9,"Kodiak Island region, Alaska"
us,c000dsz5,4,"Thursday, November 15, 2012 10:40:27 UTC",15.2304,-93.1956,4.3,74.20,67,"offshore Chiapas, Mexico"
ak,10600692,1,"Thursday, November 15, 2012 10:21:44 UTC",62.3959,-149.0833,2.1,25.40,30,"Central Alaska"
ci,15245561,2,"Thursday, November 15, 2012 10:17:59 UTC",34.3368,-116.8468,1.0,0.50,42,"Southern California"
nc,71886736,3,"Thursday, November 15, 2012 10:17:24 UTC",39.6973,-121.8112,1.6,17.90,17,"Northern California"
ak,10600682,1,"Thursday, November 15, 2012 09:37:14 UTC",60.7714,-148.9884,2.8,32.90,48,"Kenai Peninsula, Alaska"
nc,71886716,0,"Thursday, November 15, 2012 09:28:05 UTC",37.6855,-118.9325,1.1,12.90, 9,"Long Valley area, California"
us,c000dsyl,7,"Thursday, November 15, 2012 09:20:23 UTC",18.4069,-100.3734,6.0,60.90,518,"Guerrero, Mexico"
nc,71886696,2,"Thursday, November 15, 2012 08:46:19 UTC",37.6438,-118.9517,1.2,7.10,31,"Long Valley area, California"
nn,00393901,9,"Thursday, November 15, 2012 08:26:37 UTC",37.1879,-117.8361,1.1,8.90,11,"Central California"
ci,15245545,2,"Thursday, November 15, 2012 08:25:11 UTC",33.0623,-116.4477,1.0,5.10,43,"Southern California"
us,c000dsye,5,"Thursday, November 15, 2012 08:21:49 UTC",-3.2503,148.1763,5.7,10.00,148,"Bismarck Sea"
us,c000dsy2,9,"Thursday, November 15, 2012 08:01:01 UTC",14.0779,-91.6282,4.8,35.00,273,"offshore Guatemala"
ak,10600651,1,"Thursday, November 15, 2012 07:45:30 UTC",61.6598,-148.1485,1.1,16.00, 6,"Southern Alaska"
ci,15245529,2,"Thursday, November 15, 2012 07:33:00 UTC",33.0050,-116.2313,1.6,4.90,60,"Southern California"
ak,10600646,1,"Thursday, November 15, 2012 07:24:53 UTC",57.3229,-156.3310,2.7,122.70,11,"Alaska Peninsula"
nc,71886666,2,"Thursday, November 15, 2012 07:14:28 UTC",35.7753,-121.3158,1.0,11.80,19,"Central California"
ci,15245521,2,"Thursday, November 15, 2012 07:10:56 UTC",33.0628,-116.4538,2.3,4.50,89,"Southern California"
nc,71886651,2,"Thursday, November 15, 2012 06:45:11 UTC",40.5808,-124.0908,1.5,26.50,21,"Northern California"
nc,71886646,2,"Thursday, November 15, 2012 06:43:03 UTC",37.3648,-122.2225,1.0,8.60,19,"San Francisco Bay area, California"
us,c000dsxl,9,"Thursday, November 15, 2012 06:42:38 UTC",14.2215,-92.3074,4.9,35.20,275,"offshore Guatemala"
nc,71886641,2,"Thursday, November 15, 2012 06:27:54 UTC",39.1462,-123.1667,1.6,6.80,17,"Northern California"
nc,71886621,2,"Thursday, November 15, 2012 05:04:25 UTC",37.6432,-118.9503,1.4,7.60,39,"Long Valley area, California"
us,c000dsx2,E,"Thursday, November 15, 2012 04:58:59 UTC",19.1233,145.8164,4.9,124.60,170,"Maug Islands region, Northern Mariana Islands"
ci,15245465,2,"Thursday, November 15, 2012 04:56:04 UTC",36.0057,-118.3680,1.2,2.90,36,"Central California"
ci,15245457,2,"Thursday, November 15, 2012 04:52:57 UTC",34.0207,-116.7472,2.0,16.00,103,"Southern California"
nc,71886601,1,"Thursday, November 15, 2012 04:45:33 UTC",38.0052,-121.8655,2.0,16.40,28,"San Francisco Bay area, California"
pr,12320000,0,"Thursday, November 15, 2012 04:35:35 UTC",17.9470,-65.6733,2.3,18.00, 6,"Puerto Rico region"
ak,10600612,1,"Thursday, November 15, 2012 04:10:59 UTC",60.3681,-141.2880,1.8,6.90,14,"Southern Alaska"
nc,71886586,0,"Thursday, November 15, 2012 04:09:29 UTC",38.6052,-122.8200,1.6,5.40, 8,"Northern California"
uw,60474732,1,"Thursday, November 15, 2012 04:03:06 UTC",48.3902,-124.6052,1.6,41.30,21,"Strait of Juan de Fuca, Washington"
ci,15245441,2,"Thursday, November 15, 2012 03:45:45 UTC",33.0150,-116.4458,1.4,11.60,62,"Southern California"
ak,10600601,1,"Thursday, November 15, 2012 03:39:29 UTC",59.4543,-152.7516,2.5,69.30,20,"Southern Alaska"
ci,15245433,2,"Thursday, November 15, 2012 03:16:13 UTC",34.0517,-118.1093,1.1,9.20,22,"Greater Los Angeles area, California"
uw,60474722,1,"Thursday, November 15, 2012 03:15:17 UTC",48.3832,-120.3987,1.5,10.10, 6,"Washington"
nc,71886576,2,"Thursday, November 15, 2012 03:02:41 UTC",37.4118,-118.6035,1.1,10.90,32,"Central California"
uu,60004912,2,"Thursday, November 15, 2012 02:31:46 UTC",44.3607,-110.8443,1.4,2.10,12,"Yellowstone National Park, Wyoming"
nc,71887671,2,"Thursday, November 15, 2012 02:29:31 UTC",37.6358,-119.3890,1.0,7.20,19,"Central California"
ak,10600579,1,"Thursday, November 15, 2012 02:13:49 UTC",63.9580,-148.8093,2.4,0.00,25,"Central Alaska"
nc,71886536,2,"Thursday, November 15, 2012 02:11:24 UTC",40.3280,-123.6840,2.0,24.40,33,"Northern California"
uw,60474697,2,"Thursday, November 15, 2012 01:41:28 UTC",48.2148,-121.7682,1.2,14.70,26,"Washington"
nc,71886506,3,"Thursday, November 15, 2012 01:39:28 UTC",37.4083,-118.6007,2.2,11.80,47,"Central California"
us,c000dsvv,4,"Thursday, November 15, 2012 01:36:38 UTC",43.9711,39.1083,4.1,18.00,21,"Caucasus region, Russia"
us,c000dsvr,5,"Thursday, November 15, 2012 01:30:39 UTC",27.4912,140.0814,4.4,485.10,128,"Bonin Islands, Japan region"
uw,60474672,1,"Thursday, November 15, 2012 00:49:52 UTC",44.0142,-121.2382,2.1,0.00,15,"Oregon"
ak,10600424,1,"Thursday, November 15, 2012 00:36:23 UTC",65.0090,-147.3321,1.5,0.00,14,"northern Alaska"
ci,15245377,2,"Thursday, November 15, 2012 00:35:45 UTC",33.5908,-116.6352,1.1,14.00,46,"Southern California"
ci,15245369,2,"Thursday, November 15, 2012 00:35:35 UTC",33.5922,-116.6368,1.0,14.00,53,"Southern California"
uw,60474657,1,"Thursday, November 15, 2012 00:26:51 UTC",49.4295,-120.5338,2.1,0.00,10,"British Columbia, Canada"
us,2012hzae,6,"Thursday, November 15, 2012 00:25:52 UTC",39.6266,73.5230,4.2,52.60,16,"Kyrgyzstan"
ak,10600352,1,"Thursday, November 15, 2012 00:05:11 UTC",60.6088,-142.7650,1.3,2.60, 5,"Southern Alaska"
uw,60474642,1,"Thursday, November 15, 2012 00:03:39 UTC",49.4563,-120.5340,2.2,0.00,11,"British Columbia, Canada"
us,2012hzac,6,"Thursday, November 15, 2012 00:00:28 UTC",32.8774,92.3179,4.0,10.00,17,"Xizang-Qinghai border region"
us,c000dsu0,2,"Thursday, November 15, 2012 00:00:06 UTC",-5.8023,151.7226,4.8,8.80,42,"New Britain region, Papua New Guinea"
nc,71886391,0,"Wednesday, November 14, 2012 23:48:30 UTC",38.7635,-122.7145,1.0,2.20,13,"Northern California"
us,c000dssh,8,"Wednesday, November 14, 2012 23:41:53 UTC",-5.7427,151.5574,5.4,6.00,125,"New Britain region, Papua New Guinea"
hv,60431341,1,"Wednesday, November 14, 2012 23:24:02 UTC",19.2087,-155.3348,2.2,43.80,26,"Island of Hawaii, Hawaii"
ci,15245281,3,"Wednesday, November 14, 2012 22:57:24 UTC",34.7988,-118.9320,1.3,14.70,42,"Southern California"
nc,71886296,3,"Wednesday, November 14, 2012 22:23:05 UTC",39.1570,-123.0262,1.3,4.40, 9,"Northern California"
uu,60004902,2,"Wednesday, November 14, 2012 22:19:43 UTC",39.4075,-111.0918,1.0,1.80, 6,"Utah"
nc,71886286,1,"Wednesday, November 14, 2012 22:17:40 UTC",38.8023,-122.7782,1.3,3.70,21,"Northern California"
uw,60474562,1,"Wednesday, November 14, 2012 21:56:22 UTC",47.7648,-121.8700,1.0,6.40,11,"Puget Sound region, Washington"
nc,71886276,2,"Wednesday, November 14, 2012 21:46:19 UTC",37.3228,-122.1037,1.0,0.00, 9,"San Francisco Bay area, California"
uw,60474552,1,"Wednesday, November 14, 2012 21:29:21 UTC",48.2238,-121.7725,1.2,15.50,15,"Washington"
ci,15245249,4,"Wednesday, November 14, 2012 20:57:11 UTC",33.3187,-116.3372,1.2,12.90,84,"Southern California"
us,c000dski,7,"Wednesday, November 14, 2012 19:02:05 UTC",-29.1568,-71.2719,6.1,61.80,515,"Coquimbo, Chile"
hv,60431241,2,"Wednesday, November 14, 2012 18:55:05 UTC",19.3997,-155.2618,2.4,4.00,32,"Island of Hawaii, Hawaii"
ak,10600242,1,"Wednesday, November 14, 2012 18:50:57 UTC",61.8317,-149.2955,1.6,19.20, 4,"Southern Alaska"
us,c000dsj6,7,"Wednesday, November 14, 2012 18:22:31 UTC",-14.4505,173.7178,5.2,599.70,231,"Fiji region"
nc,71886206,0,"Wednesday, November 14, 2012 18:10:56 UTC",38.8275,-122.7997,1.2,0.00, 7,"Northern California"
nc,71886201,2,"Wednesday, November 14, 2012 18:10:21 UTC",37.4568,-118.8307,1.2,5.10,33,"Central California"
ci,15245145,2,"Wednesday, November 14, 2012 17:38:58 UTC",34.6828,-116.3437,1.0,3.10,13,"Southern California"
nc,71886161,2,"Wednesday, November 14, 2012 17:19:00 UTC",37.6442,-118.9510,1.0,7.30,32,"Long Valley area, California"
ak,10600204,1,"Wednesday, November 14, 2012 16:57:29 UTC",62.8946,-151.2800,1.9,136.80, 9,"Central Alaska"
ak,10600201,2,"Wednesday, November 14, 2012 16:52:13 UTC",52.1446,-173.5702,3.9,16.90,14,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15245113,2,"Wednesday, November 14, 2012 16:48:38 UTC",36.3825,-117.8343,1.4,0.00,32,"Central California"
ci,15245121,2,"Wednesday, November 14, 2012 16:45:31 UTC",34.3442,-116.8857,1.3,0.00,11,"Southern California"
ak,10600193,2,"Wednesday, November 14, 2012 16:17:46 UTC",61.0279,-148.0158,1.3,10.00, 6,"Southern Alaska"
nc,71886146,2,"Wednesday, November 14, 2012 16:15:23 UTC",36.5728,-121.0387,1.5,7.50,25,"Central California"
ak,10600190,1,"Wednesday, November 14, 2012 16:13:38 UTC",57.4542,-142.7907,3.0,0.10,15,"Gulf of Alaska"
nc,71886141,2,"Wednesday, November 14, 2012 15:59:50 UTC",35.5688,-120.8260,1.3,5.60,48,"Central California"
nc,71886136,3,"Wednesday, November 14, 2012 15:59:07 UTC",36.2985,-120.8538,1.9,7.70,51,"Central California"
ak,10600182,1,"Wednesday, November 14, 2012 15:57:14 UTC",57.6160,-142.7696,3.1,15.00,17,"Gulf of Alaska"
ak,10600177,1,"Wednesday, November 14, 2012 15:24:14 UTC",61.4884,-140.8034,1.8,0.20,12,"Southern Yukon Territory, Canada"
nn,00393814,9,"Wednesday, November 14, 2012 14:50:12 UTC",37.4265,-115.6196,1.1,0.00,11,"Nevada"
ci,37100980,2,"Wednesday, November 14, 2012 14:47:05 UTC",33.0437,-116.3838,1.2,13.60,20,"Southern California"
mb,12491284,2,"Wednesday, November 14, 2012 14:40:06 UTC",45.3733,-112.6131,1.4,8.80,11,"western Montana"
nn,00393813,9,"Wednesday, November 14, 2012 14:19:06 UTC",37.9540,-118.1047,1.5,8.50,11,"Nevada"
ak,10600156,1,"Wednesday, November 14, 2012 12:39:01 UTC",57.8673,-142.6946,3.1,46.80,19,"Gulf of Alaska"
ak,10600154,1,"Wednesday, November 14, 2012 12:36:00 UTC",62.6097,-151.1398,1.6,6.40, 5,"Central Alaska"
nc,71886091,4,"Wednesday, November 14, 2012 12:17:43 UTC",36.5758,-121.0383,1.3,7.90,21,"Central California"
ak,10600148,1,"Wednesday, November 14, 2012 12:13:46 UTC",61.4171,-151.7160,2.0,83.40, 6,"Southern Alaska"
nc,71886086,3,"Wednesday, November 14, 2012 11:56:05 UTC",36.0360,-120.1842,1.6,8.50,66,"Central California"
us,c000dsf7,3,"Wednesday, November 14, 2012 11:43:01 UTC",26.6719,102.5105,4.7,46.00,19,"Sichuan-Yunnan border region, China"
us,c000dsfa,4,"Wednesday, November 14, 2012 11:40:59 UTC",-20.9188,-173.8759,4.5,46.00,128,"Tonga"
ak,10600142,1,"Wednesday, November 14, 2012 11:22:48 UTC",61.5552,-146.5361,1.8,27.40,11,"Southern Alaska"
ci,15245033,2,"Wednesday, November 14, 2012 11:13:01 UTC",35.3623,-118.4563,1.2,6.10,16,"Central California"
uw,60474307,1,"Wednesday, November 14, 2012 11:10:27 UTC",47.8810,-121.6423,1.1,9.30,26,"Washington"
nc,71886066,2,"Wednesday, November 14, 2012 11:05:22 UTC",37.4875,-118.8397,1.3,4.20,33,"Central California"
nc,71886061,0,"Wednesday, November 14, 2012 10:51:03 UTC",38.8363,-122.8122,1.0,2.60,19,"Northern California"
nc,71886056,3,"Wednesday, November 14, 2012 10:41:50 UTC",36.5752,-121.0372,2.2,8.00,69,"Central California"
ci,15245009,2,"Wednesday, November 14, 2012 10:34:47 UTC",32.8435,-116.0253,1.9,9.30,70,"Southern California"
ak,10600133,1,"Wednesday, November 14, 2012 10:29:40 UTC",62.8382,-143.5584,2.0,0.00,16,"Central Alaska"
ak,10600129,1,"Wednesday, November 14, 2012 10:11:57 UTC",60.2179,-151.8085,2.0,67.50,19,"Kenai Peninsula, Alaska"
hv,60431141,2,"Wednesday, November 14, 2012 10:00:35 UTC",19.3872,-155.2503,2.0,3.50,28,"Island of Hawaii, Hawaii"
nc,71886051,2,"Wednesday, November 14, 2012 09:41:59 UTC",36.2873,-120.8508,1.2,5.90,17,"Central California"
ak,10600123,1,"Wednesday, November 14, 2012 09:32:20 UTC",61.5916,-151.6387,1.6,95.50,11,"Southern Alaska"
ci,15244993,2,"Wednesday, November 14, 2012 09:25:59 UTC",33.0470,-116.4452,1.4,5.20,58,"Southern California"
ak,10600117,1,"Wednesday, November 14, 2012 09:20:13 UTC",61.3054,-146.8068,1.8,35.30,15,"Southern Alaska"
us,c000dsdj,6,"Wednesday, November 14, 2012 09:15:51 UTC",-30.0707,-174.5414,4.8,32.50,22,"Kermadec Islands region"
nc,71886041,1,"Wednesday, November 14, 2012 09:03:52 UTC",38.8200,-122.7935,1.3,3.20,28,"Northern California"
nn,00393804,9,"Wednesday, November 14, 2012 09:03:20 UTC",39.9246,-117.9796,1.3,0.00, 4,"Nevada"
ci,15244985,2,"Wednesday, November 14, 2012 08:56:10 UTC",35.4937,-118.4013,1.5,10.10,51,"Central California"
ci,15244977,2,"Wednesday, November 14, 2012 08:46:18 UTC",33.2187,-115.6280,1.2,4.80,16,"Southern California"
ci,15244969,2,"Wednesday, November 14, 2012 08:43:30 UTC",33.2722,-116.3185,1.4,13.60,43,"Southern California"
ak,10600104,1,"Wednesday, November 14, 2012 08:39:22 UTC",61.9356,-147.3490,2.2,6.50,27,"Southern Alaska"
ci,15244961,2,"Wednesday, November 14, 2012 08:26:00 UTC",34.0267,-117.2188,1.5,15.90,60,"Greater Los Angeles area, California"
ci,15244953,2,"Wednesday, November 14, 2012 08:20:14 UTC",32.8092,-115.4080,1.8,14.70,16,"Southern California"
ak,10600099,1,"Wednesday, November 14, 2012 08:07:40 UTC",61.4493,-140.7372,1.6,7.70, 6,"Southern Yukon Territory, Canada"
nc,71886021,2,"Wednesday, November 14, 2012 07:59:25 UTC",37.6423,-118.9388,1.1,7.10,33,"Long Valley area, California"
us,c000dsck,7,"Wednesday, November 14, 2012 07:41:58 UTC",-20.6661,-174.0458,5.1,39.60,156,"Tonga"
uw,60474287,1,"Wednesday, November 14, 2012 07:41:49 UTC",47.5872,-122.3863,1.0,25.50,29,"Seattle-Tacoma urban area, Washington"
nc,71886001,0,"Wednesday, November 14, 2012 07:27:49 UTC",38.8262,-122.8400,1.0,1.40,17,"Northern California"
us,c000dscg,7,"Wednesday, November 14, 2012 07:24:28 UTC",35.6722,29.9275,4.7,10.10,53,"eastern Mediterranean Sea"
pr,12319001,0,"Wednesday, November 14, 2012 07:23:04 UTC",18.1266,-67.1126,2.6,63.00, 3,"Puerto Rico"
uw,60474277,1,"Wednesday, November 14, 2012 07:10:45 UTC",44.5900,-125.1368,2.6,41.10,17,"offshore Oregon"
ci,15244937,2,"Wednesday, November 14, 2012 06:58:36 UTC",33.5190,-116.4048,1.0,12.40,62,"Southern California"
ci,15244929,4,"Wednesday, November 14, 2012 06:21:55 UTC",35.4098,-117.8273,1.3,3.60,23,"Southern California"
ci,15244913,2,"Wednesday, November 14, 2012 06:16:28 UTC",35.8655,-118.1000,1.3,12.60,27,"Central California"
ci,15244905,2,"Wednesday, November 14, 2012 06:12:41 UTC",33.1683,-115.6450,1.1,3.80, 8,"Southern California"
nc,71885971,2,"Wednesday, November 14, 2012 06:07:44 UTC",38.9952,-123.0592,1.4,6.40,19,"Northern California"
ci,15244897,2,"Wednesday, November 14, 2012 05:53:30 UTC",33.5607,-116.6585,1.1,6.90,15,"Southern California"
ci,15244889,2,"Wednesday, November 14, 2012 05:34:14 UTC",34.0320,-116.7215,1.4,15.20,57,"Southern California"
ci,15244881,3,"Wednesday, November 14, 2012 05:27:05 UTC",32.9440,-116.2723,1.6,6.70,60,"Southern California"
us,c000dsbw,9,"Wednesday, November 14, 2012 05:21:43 UTC",9.9914,122.4305,5.6,46.40,197,"Negros, Philippines"
hv,60430986,2,"Wednesday, November 14, 2012 05:19:03 UTC",19.3773,-155.2858,2.0,2.60,25,"Island of Hawaii, Hawaii"
ci,15244873,2,"Wednesday, November 14, 2012 05:15:32 UTC",33.6963,-116.7298,1.0,20.00,46,"Southern California"
ak,10600063,1,"Wednesday, November 14, 2012 04:49:36 UTC",60.2933,-152.1440,2.1,80.20,11,"Southern Alaska"
ci,15244857,2,"Wednesday, November 14, 2012 04:40:05 UTC",35.9488,-117.7077,1.7,3.50,33,"Central California"
ak,10600056,1,"Wednesday, November 14, 2012 04:35:25 UTC",58.4341,-143.1270,2.4,61.40,21,"Gulf of Alaska"
ci,15244841,2,"Wednesday, November 14, 2012 04:27:46 UTC",33.4152,-116.3715,1.9,14.40,97,"Southern California"
ak,10600049,1,"Wednesday, November 14, 2012 04:26:01 UTC",57.1544,-143.0182,3.1,66.20,17,"Gulf of Alaska"
nc,71885921,2,"Wednesday, November 14, 2012 04:25:49 UTC",37.6408,-118.9417,1.3,8.00,35,"Long Valley area, California"
nc,71885916,2,"Wednesday, November 14, 2012 04:21:35 UTC",40.1580,-121.2265,1.8,5.60,16,"Northern California"
nc,71885911,0,"Wednesday, November 14, 2012 04:09:04 UTC",38.8103,-122.8130,1.3,3.00,23,"Northern California"
nn,00393786,9,"Wednesday, November 14, 2012 03:42:40 UTC",37.4585,-114.1650,1.7,5.20, 6,"Nevada"
ak,10600038,1,"Wednesday, November 14, 2012 03:40:41 UTC",61.1272,-141.0831,2.4,3.10,26,"Southern Alaska"
hv,60430946,1,"Wednesday, November 14, 2012 03:30:50 UTC",19.1887,-155.7103,2.0,7.60,12,"Island of Hawaii, Hawaii"
ci,15244833,2,"Wednesday, November 14, 2012 03:08:36 UTC",33.5658,-116.5937,1.9,14.60,35,"Southern California"
us,c000dsb2,4,"Wednesday, November 14, 2012 03:04:46 UTC",51.8201,-130.5590,4.7,15.30,207,"Queen Charlotte Islands, Canada region"
hv,60430916,1,"Wednesday, November 14, 2012 02:28:56 UTC",19.4110,-155.5158,1.7,17.40,10,"Island of Hawaii, Hawaii"
nc,71885826,1,"Wednesday, November 14, 2012 02:07:27 UTC",38.8155,-122.8257,1.6,2.50,30,"Northern California"
ak,10599944,1,"Wednesday, November 14, 2012 01:49:53 UTC",61.6390,-150.9939,1.1,70.30,11,"Southern Alaska"
nc,71885801,0,"Wednesday, November 14, 2012 01:34:49 UTC",38.8197,-122.8233,1.0,3.30,20,"Northern California"
ak,10599864,1,"Wednesday, November 14, 2012 01:29:43 UTC",61.6754,-151.2569,1.7,70.80, 9,"Southern Alaska"
pr,12319000,0,"Wednesday, November 14, 2012 01:10:00 UTC",17.8584,-66.1682,3.0,4.00,15,"Puerto Rico region"
uw,60474147,1,"Wednesday, November 14, 2012 00:49:54 UTC",44.0372,-121.2527,2.8,0.00,22,"Oregon"
us,c000ds9y,8,"Wednesday, November 14, 2012 00:43:04 UTC",17.4559,-93.2990,4.6,38.30,143,"Chiapas, Mexico"
ci,15244801,2,"Wednesday, November 14, 2012 00:31:25 UTC",35.0490,-117.6712,2.1,0.00,16,"Southern California"
ci,15244793,4,"Wednesday, November 14, 2012 00:25:26 UTC",34.0502,-118.1003,1.7,9.30,19,"Greater Los Angeles area, California"
ak,10599635,1,"Wednesday, November 14, 2012 00:17:47 UTC",63.2934,-151.6709,1.7,0.00, 6,"Central Alaska"
us,c000ds8v,7,"Wednesday, November 14, 2012 00:09:45 UTC",15.3146,-90.6554,4.3,79.50,21,"Guatemala"
nn,00393766,9,"Wednesday, November 14, 2012 00:09:44 UTC",38.5400,-118.5294,1.5,11.10,15,"Nevada"
us,c000ds8m,6,"Wednesday, November 14, 2012 00:02:00 UTC",37.2512,37.1476,4.2,10.00,21,"central Turkey"
us,c000ds8k,D,"Wednesday, November 14, 2012 00:00:45 UTC",-27.3717,-69.1227,4.8,91.40,215,"Atacama, Chile"
